Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
MANHEIM,5,CHEVROLET,WHITE,Alloy,81948,'MEDIUM SUV',5842,6809,NO
ADESA,2,FORD,SILVER,Alloy,78056,MEDIUM,9270,10512,NO
OTHER,1,CHRYSLER,SILVER,Covers,42976,MEDIUM,7684,11270,NO
OTHER,4,CHRYSLER,WHITE,Covers,90523,MEDIUM,4398,7921,NO
MANHEIM,4,PONTIAC,SILVER,Alloy,88187,LARGE,6361,10084,NO
MANHEIM,4,CHEVROLET,RED,Covers,72660,MEDIUM,6812,10217,NO
MANHEIM,3,CHEVROLET,GOLD,Covers,48167,MEDIUM,7061,10880,YES
MANHEIM,7,FORD,SILVER,Alloy,89476,COMPACT,3153,6061,NO
MANHEIM,3,TOYOTA,GREY,Covers,61559,COMPACT,6967,9969,NO
OTHER,3,CHEVROLET,GREEN,Alloy,77665,VAN,8697,9893,YES
MANHEIM,2,PONTIAC,RED,Covers,65359,COMPACT,7391,8482,YES
MANHEIM,5,FORD,BLUE,Alloy,84838,MEDIUM,4113,7509,YES
ADESA,6,CHRYSLER,BLUE,NULL,86598,MEDIUM,2885,3616,YES
MANHEIM,5,NISSAN,BEIGE,Covers,63063,MEDIUM,6712,9772,NO
MANHEIM,6,FORD,GOLD,Alloy,84227,'MEDIUM SUV',6656,11355,NO
MANHEIM,4,CHEVROLET,SILVER,Alloy,71118,'MEDIUM SUV',7875,9005,NO
OTHER,2,CHRYSLER,WHITE,Covers,59728,MEDIUM,6953,10661,NO
MANHEIM,5,FORD,BLACK,Covers,70268,COMPACT,3508,7024,YES
MANHEIM,6,OLDSMOBILE,SILVER,Alloy,96513,MEDIUM,3180,3934,NO
MANHEIM,3,DODGE,BLUE,Alloy,83543,'LARGE TRUCK',11524,16710,YES
OTHER,5,CHEVROLET,RED,Covers,70899,COMPACT,4648,7357,NO
ADESA,2,DODGE,GREEN,Covers,84683,VAN,8593,9780,NO
MANHEIM,6,MAZDA,MAROON,Alloy,63784,MEDIUM,5645,9271,YES
ADESA,7,CHEVROLET,GREY,NULL,98067,LARGE,2854,6170,YES
OTHER,4,FORD,GOLD,NULL,72564,COMPACT,4327,5173,YES
MANHEIM,3,SUZUKI,SILVER,Covers,20204,COMPACT,4739,7974,NO
MANHEIM,6,CHEVROLET,GREEN,Alloy,85322,'MEDIUM SUV',5612,6561,NO
ADESA,5,DODGE,GOLD,NULL,69675,VAN,3523,6765,YES
MANHEIM,4,SUZUKI,RED,Covers,77994,COMPACT,3476,6946,YES
MANHEIM,6,CHEVROLET,WHITE,Covers,75738,MEDIUM,3401,6425,NO
OTHER,2,DODGE,BLACK,Covers,50129,MEDIUM,7465,11180,YES
ADESA,8,FORD,SILVER,Covers,77889,COMPACT,1925,4523,YES
MANHEIM,2,SUZUKI,BLACK,Covers,58997,COMPACT,5441,8474,NO
OTHER,3,KIA,WHITE,NULL,76386,MEDIUM,0,0,YES
MANHEIM,4,CHEVROLET,MAROON,Alloy,74136,'MEDIUM SUV',9131,10361,YES
MANHEIM,6,FORD,SILVER,Alloy,78910,'LARGE SUV',7986,12167,YES
MANHEIM,4,PONTIAC,BLACK,Alloy,63090,MEDIUM,6802,10355,NO
MANHEIM,7,DODGE,GOLD,Alloy,62289,MEDIUM,2577,5779,NO
MANHEIM,4,TOYOTA,BLACK,Covers,93370,COMPACT,6546,9883,NO
OTHER,2,DODGE,GREY,Covers,50750,MEDIUM,7746,11745,NO
MANHEIM,5,MAZDA,GOLD,Alloy,78002,'SMALL SUV',5922,9556,YES
MANHEIM,7,CHEVROLET,GOLD,Alloy,74849,VAN,2955,6938,YES
OTHER,3,CHEVROLET,BLUE,Covers,87203,VAN,7605,8713,NO
MANHEIM,4,CHEVROLET,GOLD,Covers,56744,COMPACT,4583,7816,NO
MANHEIM,4,FORD,WHITE,Alloy,78784,CROSSOVER,7617,11093,NO
MANHEIM,6,CHRYSLER,GOLD,Covers,83772,MEDIUM,3547,6614,YES
ADESA,8,FORD,BLUE,Alloy,80733,VAN,1821,2467,NO
OTHER,3,CHRYSLER,GOLD,NULL,41715,CROSSOVER,8279,9441,YES
MANHEIM,3,PONTIAC,WHITE,Covers,43590,MEDIUM,6623,10107,NO
MANHEIM,3,CHEVROLET,MAROON,Covers,76152,VAN,7738,11351,NO
MANHEIM,2,CHEVROLET,GOLD,Covers,87137,LARGE,7765,11893,NO
ADESA,4,DODGE,GREY,NULL,75207,'MEDIUM SUV',8298,9462,YES
MANHEIM,5,GMC,BLUE,NULL,74560,'MEDIUM SUV',7359,8448,YES
MANHEIM,2,DODGE,SILVER,Covers,49798,MEDIUM,8268,9429,NO
MANHEIM,5,DODGE,MAROON,Alloy,56944,'MEDIUM SUV',6872,7922,YES
MANHEIM,6,CHEVROLET,GREEN,Alloy,81710,'MEDIUM SUV',7658,8771,NO
MANHEIM,5,FORD,SILVER,Alloy,69901,'MEDIUM SUV',6764,7805,NO
MANHEIM,3,FORD,BLACK,Alloy,61753,MEDIUM,7333,8420,YES
MANHEIM,4,PONTIAC,GREY,Covers,94198,MEDIUM,3952,4768,NO
MANHEIM,5,PONTIAC,WHITE,Alloy,88818,LARGE,5096,8418,NO
MANHEIM,7,VOLKSWAGEN,BLUE,Alloy,80673,COMPACT,4662,5535,YES
OTHER,3,CHEVROLET,GREY,Covers,59388,LARGE,8000,11382,NO
MANHEIM,4,JEEP,WHITE,Alloy,68447,'SMALL SUV',10233,13321,NO
MANHEIM,3,DODGE,SILVER,Alloy,77203,'MEDIUM SUV',9373,10623,NO
MANHEIM,4,DODGE,WHITE,Alloy,70120,VAN,5022,5924,NO
MANHEIM,6,CHEVROLET,MAROON,Alloy,89320,'MEDIUM SUV',5645,6597,NO
ADESA,4,SATURN,BLACK,Covers,78319,'MEDIUM SUV',5646,6598,YES
OTHER,1,DODGE,SILVER,Covers,41423,MEDIUM,7760,8881,NO
OTHER,4,DODGE,GREY,Alloy,76745,VAN,8159,11773,YES
ADESA,5,PONTIAC,GREEN,Alloy,69064,LARGE,5179,6093,YES
OTHER,4,CHEVROLET,BLUE,NULL,49092,MEDIUM,5634,6585,YES
ADESA,3,CHRYSLER,BLUE,Covers,74646,CROSSOVER,8525,9707,NO
MANHEIM,2,KIA,WHITE,Covers,67610,MEDIUM,6710,9991,NO
MANHEIM,7,DODGE,OTHER,NULL,76955,VAN,3261,4022,YES
MANHEIM,2,SATURN,BLACK,Alloy,56925,MEDIUM,6820,7866,NO
MANHEIM,6,OLDSMOBILE,SILVER,Alloy,62716,MEDIUM,2560,3265,YES
OTHER,2,DODGE,BLUE,Alloy,81685,VAN,10492,11831,NO
OTHER,5,CHEVROLET,BLACK,Alloy,79802,'MEDIUM SUV',7174,12406,NO
MANHEIM,4,FORD,GREY,Alloy,80212,MEDIUM,4699,8051,NO
MANHEIM,3,KIA,WHITE,Covers,56495,MEDIUM,5329,6255,NO
ADESA,5,SATURN,SILVER,Covers,72910,MEDIUM,4091,7384,YES
MANHEIM,5,GMC,RED,Alloy,79663,'MEDIUM SUV',7359,8448,NO
OTHER,1,DODGE,SILVER,Covers,48432,MEDIUM,8817,10022,NO
MANHEIM,3,HYUNDAI,SILVER,Alloy,66733,MEDIUM,7031,8093,YES
ADESA,3,DODGE,BLUE,Covers,84771,VAN,6108,7097,NO
OTHER,1,DODGE,BEIGE,Covers,42821,MEDIUM,7541,8644,NO
MANHEIM,8,FORD,GREY,Alloy,62617,COMPACT,2823,5601,NO
MANHEIM,3,CHRYSLER,BLUE,Covers,45958,MEDIUM,5803,6767,NO
OTHER,6,PONTIAC,BLACK,Covers,80043,LARGE,3899,7454,YES
MANHEIM,4,FORD,GREEN,Covers,67537,COMPACT,4788,8622,YES
MANHEIM,4,DODGE,GREY,Covers,83006,VAN,5022,5924,NO
MANHEIM,5,CHEVROLET,WHITE,Covers,75979,MEDIUM,5743,9042,YES
ADESA,5,CHRYSLER,BLUE,Covers,52957,MEDIUM,4102,8012,NO
MANHEIM,1,CHEVROLET,SILVER,Covers,79859,MEDIUM,8018,9159,YES
ADESA,5,DODGE,WHITE,Covers,81050,MEDIUM,5150,7852,YES
MANHEIM,8,JEEP,GREEN,Alloy,88779,'SMALL SUV',5747,8848,YES
ADESA,3,CHEVROLET,BLUE,Alloy,70495,LARGE,7524,8626,YES
ADESA,7,BUICK,SILVER,Alloy,79255,LARGE,4123,4953,NO
MANHEIM,8,JEEP,WHITE,Alloy,88654,'SMALL SUV',5015,8059,NO
ADESA,5,JEEP,GOLD,Alloy,63066,'SMALL SUV',7478,10778,NO
MANHEIM,6,FORD,SILVER,Alloy,83772,MEDIUM,2795,6052,YES
MANHEIM,5,DODGE,GREY,Alloy,61963,COMPACT,3211,6411,YES
OTHER,2,CHRYSLER,SILVER,Covers,62076,MEDIUM,6304,9583,YES
ADESA,5,PONTIAC,GOLD,Covers,70607,MEDIUM,3142,3893,NO
OTHER,8,HONDA,GOLD,Alloy,86840,MEDIUM,5308,8419,YES
MANHEIM,4,FORD,BLACK,Alloy,65533,LARGE,6124,7114,YES
MANHEIM,8,CHEVROLET,WHITE,NULL,81480,COMPACT,1336,1943,YES
MANHEIM,3,CHEVROLET,BLACK,Alloy,78079,MEDIUM,9515,13130,YES
MANHEIM,3,CHEVROLET,BROWN,Covers,89643,LARGE,8005,11527,YES
MANHEIM,4,DODGE,BLACK,Alloy,73976,'MEDIUM SUV',10188,11503,YES
MANHEIM,4,LEXUS,SILVER,Alloy,42686,SPECIALTY,20156,24797,YES
OTHER,4,CHEVROLET,WHITE,Covers,88867,COMPACT,4356,5204,NO
ADESA,4,CHEVROLET,SILVER,Alloy,71957,MEDIUM,5308,6233,NO
MANHEIM,3,CHRYSLER,SILVER,Covers,50676,MEDIUM,4984,5883,NO
MANHEIM,5,NISSAN,SILVER,Covers,72349,MEDIUM,5523,8767,NO
ADESA,5,DODGE,WHITE,Alloy,89330,COMPACT,3323,7103,YES
OTHER,6,DODGE,BLACK,Covers,89178,'LARGE TRUCK',9456,13444,NO
MANHEIM,3,CHEVROLET,GOLD,Covers,80963,MEDIUM,6311,7316,NO
MANHEIM,6,SATURN,WHITE,Covers,63640,MEDIUM,3385,4156,NO
MANHEIM,9,FORD,PURPLE,Alloy,93333,VAN,2424,5281,NO
OTHER,3,CHEVROLET,SILVER,NULL,91323,'MEDIUM SUV',14256,18657,YES
OTHER,1,CHEVROLET,RED,NULL,81675,LARGE,9684,13931,YES
MANHEIM,7,SATURN,SILVER,Covers,69767,COMPACT,2919,3653,YES
ADESA,6,DODGE,BLACK,NULL,87902,MEDIUM,2298,2982,YES
ADESA,4,FORD,RED,Covers,53229,MEDIUM,3702,4498,NO
ADESA,2,JEEP,WHITE,Alloy,81858,'SMALL SUV',9737,11016,NO
ADESA,6,SATURN,BLACK,NULL,39390,'MEDIUM SUV',3944,4760,YES
MANHEIM,6,FORD,SILVER,Alloy,71966,MEDIUM,2326,3012,NO
MANHEIM,5,CHEVROLET,GREEN,Alloy,74617,'MEDIUM SUV',9167,13189,NO
OTHER,2,CHEVROLET,BLUE,Covers,71055,VAN,0,0,NO
MANHEIM,3,CHEVROLET,WHITE,Covers,86560,LARGE,6482,7501,YES
OTHER,6,CHRYSLER,BLUE,Alloy,87013,MEDIUM,3029,3771,NO
MANHEIM,6,CHEVROLET,GREY,Alloy,95158,'MEDIUM SUV',6819,10073,NO
ADESA,2,CHEVROLET,WHITE,Covers,67468,COMPACT,6670,7704,YES
MANHEIM,5,FORD,SILVER,Alloy,73640,'LARGE SUV',8539,9722,YES
OTHER,5,DODGE,BLUE,Alloy,90530,'MEDIUM SUV',9760,13620,NO
MANHEIM,4,FORD,SILVER,Alloy,77117,SPORTS,8491,9670,YES
MANHEIM,3,CHEVROLET,GREEN,Covers,71225,MEDIUM,6284,7287,NO
OTHER,7,PONTIAC,BEIGE,Alloy,88023,LARGE,1999,2659,YES
MANHEIM,5,HYUNDAI,MAROON,Alloy,79743,'MEDIUM SUV',5226,6144,YES
OTHER,8,NISSAN,SILVER,Special,73178,'MEDIUM SUV',4380,7014,YES
OTHER,7,MAZDA,WHITE,Alloy,98820,VAN,2876,6515,NO
MANHEIM,6,FORD,GOLD,Alloy,90414,COMPACT,3005,3745,YES
MANHEIM,6,MERCURY,RED,Alloy,66294,'MEDIUM SUV',4988,5887,YES
MANHEIM,3,CHEVROLET,WHITE,Alloy,82769,'LARGE TRUCK',11679,16050,YES
MANHEIM,3,CHEVROLET,BLACK,Covers,62951,MEDIUM,7290,11099,NO
ADESA,3,FORD,MAROON,Covers,57259,MEDIUM,5335,9168,YES
MANHEIM,3,FORD,GREY,Covers,57863,COMPACT,6496,10029,YES
OTHER,3,FORD,SILVER,Alloy,76060,LARGE,7260,11640,NO
OTHER,4,CHEVROLET,WHITE,NULL,68749,'MEDIUM SUV',7723,8841,YES
MANHEIM,3,DODGE,BLUE,Alloy,64213,VAN,6324,7330,NO
MANHEIM,8,CHEVROLET,WHITE,Covers,97424,LARGE,2991,5958,YES
MANHEIM,6,FORD,GREY,Alloy,78044,'SMALL SUV',4639,5510,YES
OTHER,2,CHEVROLET,WHITE,NULL,80298,LARGE,8393,12589,YES
MANHEIM,7,CHEVROLET,SILVER,Alloy,71092,LARGE,3152,3904,NO
MANHEIM,4,CHEVROLET,MAROON,Covers,67403,MEDIUM,5962,9250,NO
MANHEIM,7,BUICK,GOLD,Covers,78200,MEDIUM,3158,3911,NO
OTHER,4,FORD,BLUE,Alloy,75646,CROSSOVER,7659,11904,YES
OTHER,4,DODGE,WHITE,Covers,68667,SPECIALTY,6695,7731,NO
MANHEIM,3,CHEVROLET,RED,Covers,60676,COMPACT,4041,4864,YES
ADESA,5,JEEP,BLUE,Alloy,60747,'SMALL SUV',6550,7574,YES
OTHER,7,PONTIAC,SILVER,Alloy,89974,MEDIUM,3483,6530,NO
MANHEIM,3,CHEVROLET,SILVER,Covers,68239,MEDIUM,6814,10178,YES
MANHEIM,6,FORD,BROWN,Alloy,74341,MEDIUM,2688,3403,YES
MANHEIM,3,CHRYSLER,BLACK,Covers,64737,MEDIUM,5483,8800,NO
OTHER,2,DODGE,GREY,Covers,51951,MEDIUM,8860,12248,NO
MANHEIM,5,KIA,WHITE,Covers,83281,MEDIUM,3096,6518,NO
MANHEIM,2,FORD,GREY,Alloy,64881,MEDIUM,10277,11599,NO
MANHEIM,4,CHRYSLER,SILVER,NULL,49736,MEDIUM,4259,5100,YES
MANHEIM,4,CHRYSLER,BLUE,Alloy,76269,MEDIUM,5123,6033,YES
ADESA,3,DODGE,WHITE,Covers,57690,VAN,7265,11409,NO
MANHEIM,6,FORD,WHITE,Alloy,74648,'LARGE SUV',5537,6480,YES
MANHEIM,2,DODGE,BLACK,Covers,79368,MEDIUM,8516,12430,YES
MANHEIM,5,DODGE,GREEN,Covers,82698,MEDIUM,3375,6616,YES
MANHEIM,4,DODGE,WHITE,Alloy,77226,'MEDIUM SUV',9556,13815,YES
ADESA,3,CHRYSLER,WHITE,Covers,56476,MEDIUM,7332,11655,NO
MANHEIM,3,CHEVROLET,SILVER,Covers,54277,MEDIUM,7415,8508,NO
MANHEIM,3,CHEVROLET,GREY,Covers,77443,MEDIUM,8554,11986,NO
OTHER,4,FORD,SILVER,Covers,85947,MEDIUM,3911,4724,NO
OTHER,7,HYUNDAI,BLUE,Alloy,61866,MEDIUM,3569,6496,NO
OTHER,4,CHEVROLET,WHITE,Alloy,80613,'MEDIUM SUV',9809,13492,NO
MANHEIM,7,DODGE,BLUE,Alloy,108273,'MEDIUM SUV',3758,6963,NO
MANHEIM,2,PONTIAC,WHITE,Alloy,52082,MEDIUM,8578,9764,NO
ADESA,3,SUZUKI,GOLD,Covers,64856,MEDIUM,5432,8539,NO
MANHEIM,4,JEEP,BLUE,Alloy,69117,'MEDIUM SUV',9175,10409,NO
MANHEIM,6,CHEVROLET,BLUE,Alloy,97952,'LARGE TRUCK',8963,12708,NO
ADESA,5,CHEVROLET,BLUE,Alloy,69408,LARGE,3798,7157,NO
MANHEIM,8,FORD,YELLOW,Alloy,85161,COMPACT,1973,2631,YES
ADESA,4,FORD,GREEN,NULL,98416,MEDIUM,3684,4479,YES
ADESA,6,MITSUBISHI,BEIGE,Covers,75924,COMPACT,3013,3754,NO
ADESA,4,PONTIAC,GREY,NULL,63420,MEDIUM,6434,9939,YES
ADESA,2,KIA,SILVER,Covers,57296,MEDIUM,4824,5710,YES
MANHEIM,5,NISSAN,GOLD,Alloy,85326,COMPACT,4278,7790,YES
MANHEIM,4,KIA,GREY,Covers,55050,MEDIUM,4475,7413,NO
MANHEIM,6,CHRYSLER,BLUE,Covers,85195,MEDIUM,3876,4686,NO
OTHER,1,DODGE,WHITE,Covers,48127,MEDIUM,6955,8011,NO
MANHEIM,3,CHEVROLET,BLACK,Covers,85187,'MEDIUM SUV',8296,9460,YES
MANHEIM,7,DODGE,BLACK,Alloy,90246,COMPACT,2396,5389,YES
MANHEIM,5,GMC,GREY,Alloy,75763,'MEDIUM SUV',5626,9020,YES
MANHEIM,3,CHEVROLET,BEIGE,Alloy,89446,LARGE,8174,11826,YES
MANHEIM,5,JEEP,GOLD,Alloy,66619,'SMALL SUV',4828,5714,YES
MANHEIM,5,BUICK,WHITE,Alloy,83693,LARGE,7545,11315,YES
MANHEIM,3,DODGE,GOLD,Alloy,89914,MEDIUM,4356,5204,YES
ADESA,8,FORD,WHITE,NULL,97178,'LARGE SUV',4345,7793,YES
MANHEIM,5,SATURN,GREEN,Alloy,68797,'MEDIUM SUV',4758,8163,NO
MANHEIM,4,CHEVROLET,WHITE,Covers,64185,LARGE,7170,10863,YES
MANHEIM,3,FORD,RED,Alloy,89279,MEDIUM,10393,13954,YES
MANHEIM,6,FORD,GREEN,Covers,85192,VAN,2641,3352,NO
MANHEIM,5,CHEVROLET,SILVER,Alloy,80096,MEDIUM,4606,8166,NO
MANHEIM,4,CHEVROLET,WHITE,Alloy,92279,'MEDIUM SUV',9183,13135,YES
ADESA,4,DODGE,WHITE,Covers,83151,MEDIUM,4191,5026,NO
OTHER,1,PONTIAC,RED,Alloy,50341,MEDIUM,9380,10630,NO
OTHER,2,DODGE,BLACK,Covers,48347,MEDIUM,7811,11114,NO
MANHEIM,6,CHRYSLER,GREY,Alloy,85349,MEDIUM,4100,7536,YES
OTHER,9,HYUNDAI,GREY,NULL,46275,LARGE,2024,4572,YES
MANHEIM,5,HYUNDAI,SILVER,Alloy,76313,COMPACT,2057,2722,YES
MANHEIM,6,FORD,MAROON,Alloy,76588,MEDIUM,3300,6669,NO
MANHEIM,5,FORD,RED,Alloy,83775,MEDIUM,3775,4577,YES
ADESA,4,DODGE,BLACK,Covers,82130,SPECIALTY,6918,10609,NO
MANHEIM,4,CHEVROLET,MAROON,Covers,84456,LARGE,6691,10245,NO
MANHEIM,3,CHEVROLET,WHITE,Alloy,49461,MEDIUM,6311,7316,NO
MANHEIM,5,KIA,BLACK,Covers,78229,MEDIUM,3968,7385,NO
MANHEIM,6,MERCURY,SILVER,Alloy,74267,VAN,4357,8024,YES
MANHEIM,2,DODGE,SILVER,Covers,84678,'MEDIUM SUV',10584,11931,NO
MANHEIM,1,CHRYSLER,BLACK,Covers,66834,MEDIUM,8319,13387,YES
MANHEIM,4,JEEP,GOLD,Alloy,68048,'MEDIUM SUV',9572,10838,YES
OTHER,1,CHRYSLER,SILVER,Covers,36483,MEDIUM,7127,10855,NO
MANHEIM,1,PONTIAC,SILVER,Alloy,75660,MEDIUM,9760,11041,NO
MANHEIM,5,DODGE,GOLD,Covers,69588,'MEDIUM SUV',7078,8144,NO
OTHER,8,FORD,BLUE,Alloy,85516,COMPACT,2919,5485,YES
MANHEIM,2,CHEVROLET,GREY,Covers,73515,VAN,7616,11299,NO
MANHEIM,4,KIA,BLUE,Covers,55105,MEDIUM,5768,9019,YES
ADESA,2,DODGE,ORANGE,Covers,45225,MEDIUM,7389,11511,NO
OTHER,1,CHRYSLER,RED,Covers,49108,MEDIUM,8168,9321,NO
OTHER,3,CHEVROLET,GREEN,Alloy,92088,'MEDIUM SUV',12951,14487,NO
MANHEIM,2,DODGE,SILVER,Covers,75157,MEDIUM,7446,8542,YES
MANHEIM,4,FORD,BEIGE,Alloy,87495,'LARGE SUV',10691,12046,NO
MANHEIM,6,BUICK,BLACK,Covers,69553,'MEDIUM SUV',4664,8218,NO
MANHEIM,5,CHEVROLET,SILVER,Covers,81490,'MEDIUM SUV',6381,10022,NO
OTHER,1,DODGE,WHITE,NULL,51121,MEDIUM,8560,9745,YES
MANHEIM,4,PONTIAC,GREY,Alloy,87108,LARGE,7025,8087,YES
MANHEIM,2,DODGE,WHITE,Covers,57322,MEDIUM,7230,11377,NO
MANHEIM,3,CHEVROLET,BLACK,Alloy,84591,LARGE,7217,8294,YES
MANHEIM,4,PONTIAC,BLUE,Alloy,87882,LARGE,5543,8755,NO
ADESA,7,HYUNDAI,GOLD,Covers,62462,MEDIUM,2054,2718,YES
MANHEIM,5,DODGE,BLUE,Alloy,52806,VAN,4528,5390,NO
OTHER,5,FORD,WHITE,NULL,93319,MEDIUM,4000,7374,YES
MANHEIM,3,CHRYSLER,RED,Covers,50202,MEDIUM,4990,9050,NO
MANHEIM,4,FORD,RED,Covers,85440,COMPACT,3740,4539,YES
OTHER,4,KIA,SILVER,Covers,70472,MEDIUM,4853,8536,NO
MANHEIM,5,DODGE,GREEN,Covers,43268,MEDIUM,5372,8938,YES
OTHER,4,DODGE,BLACK,Alloy,76231,'MEDIUM SUV',9153,10385,NO
MANHEIM,5,DODGE,GREY,Covers,52214,MEDIUM,5920,9306,NO
MANHEIM,5,SATURN,WHITE,Alloy,69850,MEDIUM,3362,4131,NO
MANHEIM,7,LINCOLN,GOLD,Alloy,94895,'MEDIUM SUV',6663,10431,YES
OTHER,3,CHEVROLET,GREY,Covers,42774,LARGE,7987,11505,NO
ADESA,1,FORD,BLACK,Alloy,62846,MEDIUM,11510,16310,YES
MANHEIM,3,SUZUKI,SILVER,Covers,53338,MEDIUM,4492,5351,YES
OTHER,6,CHEVROLET,BLUE,Covers,82219,COMPACT,2605,5523,NO
OTHER,2,SUZUKI,BLUE,Covers,39358,MEDIUM,6292,9550,NO
MANHEIM,9,FORD,GOLD,Alloy,97124,'LARGE TRUCK',4876,7718,NO
ADESA,6,PONTIAC,SILVER,Covers,94902,LARGE,3611,6376,NO
MANHEIM,4,DODGE,SILVER,Alloy,86372,'LARGE TRUCK',9445,10701,NO
MANHEIM,4,SUZUKI,GOLD,Covers,45311,MEDIUM,3752,7179,NO
MANHEIM,3,FORD,WHITE,Alloy,65695,MEDIUM,8618,13016,YES
MANHEIM,6,PONTIAC,GREY,Alloy,54615,LARGE,2366,5291,NO
MANHEIM,6,DODGE,SILVER,Covers,85416,MEDIUM,3375,6033,YES
MANHEIM,3,FORD,MAROON,Alloy,89779,CROSSOVER,14382,16033,NO
MANHEIM,9,FORD,MAROON,Alloy,73165,'MEDIUM SUV',2326,5136,NO
MANHEIM,3,CHRYSLER,SILVER,Covers,71150,VAN,6586,10403,NO
MANHEIM,3,SUZUKI,SILVER,Covers,47303,MEDIUM,4240,5079,YES
ADESA,6,SATURN,RED,Covers,89335,MEDIUM,2379,6062,YES
ADESA,4,DODGE,BEIGE,Alloy,76912,'LARGE TRUCK',9339,10586,NO
MANHEIM,5,FORD,GREY,Covers,73709,'LARGE TRUCK',5593,9594,NO
MANHEIM,7,MAZDA,WHITE,Alloy,71043,MEDIUM,4466,7672,NO
MANHEIM,4,DODGE,SILVER,Alloy,79712,'MEDIUM SUV',8134,12215,NO
MANHEIM,6,JEEP,BLACK,Alloy,87224,'MEDIUM SUV',6350,10020,NO
MANHEIM,3,PONTIAC,SILVER,Alloy,83657,VAN,7790,8913,NO
MANHEIM,2,SUZUKI,WHITE,Covers,59163,MEDIUM,4873,5763,YES
ADESA,5,PONTIAC,RED,Covers,77580,MEDIUM,4028,4850,YES
MANHEIM,6,KIA,BLUE,Covers,72190,MEDIUM,2961,5809,YES
OTHER,6,HYUNDAI,GREEN,Covers,87233,MEDIUM,2853,3581,YES
ADESA,6,DODGE,WHITE,NULL,90330,'LARGE TRUCK',11150,15024,YES
ADESA,3,SATURN,BLUE,Alloy,47555,MEDIUM,8875,12354,YES
ADESA,5,MAZDA,BEIGE,Alloy,93161,'SMALL SUV',4781,8555,NO
MANHEIM,5,CHEVROLET,GREY,Alloy,78504,'LARGE TRUCK',4830,5716,YES
MANHEIM,4,SUZUKI,RED,Covers,80608,MEDIUM,3665,6814,YES
ADESA,5,CHRYSLER,BLACK,NULL,58141,MEDIUM,4224,8149,YES
OTHER,2,CHEVROLET,SILVER,Covers,63218,COMPACT,6245,9874,NO
MANHEIM,7,TOYOTA,WHITE,Alloy,88540,VAN,5135,6046,NO
OTHER,8,PONTIAC,GREY,Covers,55638,MEDIUM,2397,4797,NO
OTHER,5,FORD,MAROON,Alloy,70567,MEDIUM,4252,8676,NO
MANHEIM,3,DODGE,BLACK,Alloy,70748,MEDIUM,7458,11283,YES
OTHER,1,CHRYSLER,RED,NULL,45466,MEDIUM,7960,9097,YES
OTHER,3,KIA,BLUE,NULL,60948,MEDIUM,6209,9762,YES
OTHER,5,JEEP,SILVER,Alloy,77391,'SMALL SUV',5552,6496,YES
MANHEIM,2,KIA,WHITE,Covers,56297,MEDIUM,7023,10175,YES
MANHEIM,3,HYUNDAI,GREY,Alloy,63748,MEDIUM,6680,7714,NO
MANHEIM,6,CHRYSLER,GOLD,Alloy,68055,LARGE,2856,3584,YES
MANHEIM,4,FORD,BLACK,Alloy,74674,CROSSOVER,8011,12101,YES
ADESA,5,FORD,BLACK,NULL,78406,'MEDIUM SUV',6841,10286,YES
MANHEIM,8,FORD,GREEN,Alloy,91775,MEDIUM,2491,5220,YES
ADESA,7,FORD,GREEN,Alloy,82985,VAN,3645,4437,YES
MANHEIM,6,CHRYSLER,SILVER,Covers,62928,MEDIUM,2933,3668,NO
ADESA,3,PONTIAC,'NOT AVAIL',NULL,50486,'MEDIUM SUV',9763,11044,YES
MANHEIM,3,DODGE,BLUE,Covers,72920,MEDIUM,6531,10165,YES
ADESA,4,CHRYSLER,SILVER,Covers,45948,MEDIUM,5377,8618,NO
ADESA,5,CHRYSLER,BLACK,Covers,92243,MEDIUM,3355,6401,YES
MANHEIM,7,DODGE,BLUE,Covers,78058,VAN,2507,3208,YES
MANHEIM,5,CHRYSLER,WHITE,Covers,90190,MEDIUM,3360,4129,YES
MANHEIM,9,FORD,RED,Alloy,95775,'SMALL TRUCK',2475,5445,YES
MANHEIM,7,BUICK,SILVER,NULL,82738,LARGE,4126,4956,NO
MANHEIM,5,FORD,GOLD,Alloy,87436,'SMALL SUV',7446,8542,NO
ADESA,3,CHEVROLET,BLACK,Covers,86471,LARGE,7422,10121,NO
MANHEIM,4,CHRYSLER,GREY,Alloy,66557,MEDIUM,7348,8436,NO
MANHEIM,6,FORD,BLACK,Covers,51610,COMPACT,2223,2901,YES
MANHEIM,5,NISSAN,SILVER,Alloy,83806,LARGE,7840,12207,YES
MANHEIM,2,CHEVROLET,BLACK,Covers,89787,LARGE,7760,11759,YES
ADESA,4,CHRYSLER,BLUE,Alloy,74403,CROSSOVER,12322,16908,NO
MANHEIM,3,CHEVROLET,BLUE,Covers,83079,LARGE,7524,8626,NO
MANHEIM,5,NISSAN,GREY,Alloy,83074,MEDIUM,6059,9423,YES
ADESA,5,JEEP,GREY,Alloy,88098,'MEDIUM SUV',11140,15132,NO
MANHEIM,6,CHEVROLET,WHITE,Alloy,78971,'LARGE SUV',7077,11870,YES
OTHER,5,FORD,WHITE,NULL,58754,MEDIUM,4360,7528,YES
OTHER,5,MAZDA,GREY,NULL,74559,MEDIUM,6166,9787,YES
